itemid,name,sell_single,buy_single,price_single,stock_single,buy_rate_single,sell_rate_single,sell_stacks,buy_stacks,price_stacks,stock_stacks,buy_rate_stacks,sell_rate_stacks
776,white_rock,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
817,spool_of_grass_thread,0,1,17,0,0.015,0.0,0,1,210,0,0.015,0.0
818,spool_of_cotton_thread,0,1,46,0,0.015,0.0,0,1,561,0,0.015,0.0
824,square_of_grass_cloth,0,1,93,0,0.015,0.0,0,1,1123,0,0.015,0.0
825,square_of_cotton_cloth,0,1,187,0,0.015,0.0,0,1,2246,0,0.015,0.0
832,clump_of_sheep_wool,0,1,175,0,0.015,0.0,0,1,2106,0,0.015,0.0
846,insect_wing,0,1,23,0,0.015,0.0,0,1,280,0,0.015,0.0
850,square_of_sheep_leather,0,1,58,0,0.015,0.0,0,1,702,0,0.015,0.0
869,lizard_molt,0,1,6,0,0.015,0.0,0,1,70,0,0.015,0.0
879,square_of_karakul_leather,0,1,153,0,0.015,0.0,0,1,1843,0,0.015,0.0
882,sheep_tooth,0,1,58,0,0.015,0.0,0,1,702,0,0.015,0.0
888,seashell,0,1,35,0,0.015,0.0,0,1,421,0,0.015,0.0
891,bat_fang,0,1,9,0,0.015,0.0,0,1,112,0,0.015,0.0
913,lump_of_beeswax,0,1,35,0,0.015,0.0,0,1,421,0,0.015,0.0
925,giant_stinger,0,1,189,0,0.015,0.0,0,1,2274,0,0.015,0.0
926,lizard_tail,0,1,35,0,0.015,0.0,0,1,421,0,0.015,0.0
927,coeurl_whisker,0,1,245,0,0.015,0.0,0,1,2948,0,0.015,0.0
929,jar_of_black_ink,0,1,46,0,0.015,0.0,0,1,561,0,0.015,0.0
1156,crawler_calculus,0,1,3,0,0.015,0.0,0,1,42,0,0.015,0.0
1211,handful_of_bronze_bolt_heads,0,1,1,0,0.015,0.0,0,1,139,0,0.015,0.0
1214,handful_of_stone_arrowheads,0,1,1,0,0.015,0.0,0,1,139,0,0.015,0.0
1215,handful_of_bone_arrowheads,0,1,2,0,0.015,0.0,0,1,231,0,0.015,0.0
1216,handful_of_iron_arrowheads,0,1,6,0,0.015,0.0,0,1,579,0,0.015,0.0
1221,bag_of_chocobo_fletchings,0,1,1,0,0.015,0.0,0,1,139,0,0.015,0.0
1522,sprig_of_fresh_marjoram,0,1,1,0,0.015,0.0,0,1,17,0,0.015,0.0
1634,rhodonite,0,1,702,0,0.015,0.0,0,1,8424,0,0.015,0.0
1635,paktong_ingot,0,1,702,0,0.015,0.0,0,1,8424,0,0.015,0.0
1649,scarlet_stone,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
1655,leather_pouch,0,1,208,0,0.015,0.0,0,1,2499,0,0.015,0.0
1656,brass_tank,0,1,245,0,0.015,0.0,0,1,2948,0,0.015,0.0
1828,spool_of_red_grass_thread,0,1,72,0,0.015,0.0,0,1,870,0,0.015,0.0
1829,square_of_red_grass_cloth,0,1,219,0,0.015,0.0,0,1,2625,0,0.015,0.0
1830,sack_of_lugworm_sand,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
1831,sack_of_little_worm_mulch,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
1882,flask_of_flaxseed_oil,0,1,109,0,0.015,0.0,0,1,1305,0,0.015,0.0
1883,ponze_of_shell_powder,0,1,65,0,0.015,0.0,0,1,786,0,0.015,0.0
1884,pinch_of_zinc_oxide,0,1,95,0,0.015,0.0,0,1,1137,0,0.015,0.0
1973,vivio_femur,0,1,287,0,0.015,0.0,0,1,3453,0,0.015,0.0
2011,clump_of_wolf_fur,0,1,414,0,0.015,0.0,0,1,4970,0,0.015,0.0
2109,bowl_of_bittern,0,1,383,0,0.015,0.0,0,1,4605,0,0.015,0.0
2156,clump_of_imperial_tea_leaves,0,1,6,0,0.015,0.0,0,1,70,0,0.015,0.0
2164,pephredo_hive_chip,0,1,18,0,0.015,0.0,0,1,224,0,0.015,0.0
2197,chocotonic,0,1,37,0,0.005,0.0,0,1,441,0,0.005,0.0
2201,clump_of_tokopekko_wildgrass,0,1,516,0,0.015,0.0,0,1,6191,0,0.015,0.0
2203,cupid_worm,0,1,710,0,0.015,0.0,0,1,8522,0,0.015,0.0
2208,ball_of_herb_paste,0,1,854,0,0.005,0.0,0,1,10243,0,0.005,0.0
2209,ball_of_worm_paste,0,1,979,0,0.005,0.0,0,1,11755,0,0.005,0.0
2215,bag_of_cornstarch,0,1,23,0,0.015,0.0,0,1,280,0,0.015,0.0
2216,lamp_marimo,0,1,613,0,0.015,0.0,0,1,7356,0,0.015,0.0
2236,bag_of_simsim,0,1,92,0,0.015,0.0,0,1,1109,0,0.015,0.0
2237,bag_of_imperial_flour,0,1,17,0,0.015,0.0,0,1,210,0,0.015,0.0
2270,bag_of_coffee_cherries,0,1,92,0,0.015,0.0,0,1,1109,0,0.015,0.0
2271,bag_of_coffee_beans,0,1,92,0,0.015,0.0,0,1,1109,0,0.015,0.0
2273,bowl_of_coffee_powder,0,1,92,0,0.015,0.0,0,1,1109,0,0.015,0.0
2389,speed_apple,0,1,25,0,0.005,0.0,0,1,302,0,0.005,0.0
2390,stamina_apple,0,1,105,0,0.005,0.0,0,1,1260,0,0.005,0.0
2391,shadow_apple,0,1,79,0,0.005,0.0,0,1,944,0,0.005,0.0
2394,gysahl_bomb,0,1,100,0,0.005,0.0,0,1,1197,0,0.005,0.0
2395,spore_bomb,0,1,257,0,0.005,0.0,0,1,3087,0,0.005,0.0
2397,foulweather_frog,0,1,12,0,0.005,0.0,0,1,151,0,0.005,0.0
2417,chunk_of_aht_urhgan_brass,0,1,95,0,0.015,0.0,0,1,1151,0,0.015,0.0
2418,aht_urhgan_brass_ingot,0,1,516,0,0.015,0.0,0,1,6191,0,0.015,0.0
2419,aht_urhgan_brass_sheet,0,1,577,0,0.015,0.0,0,1,6921,0,0.015,0.0
2507,lycopodium_flower,0,1,140,0,0.015,0.0,0,1,1684,0,0.015,0.0
2531,shard_of_obsidian,0,1,219,0,0.015,0.0,0,1,2625,0,0.015,0.0
2546,handful_of_black_bolt_heads,0,1,55,0,0.015,0.0,0,1,5444,0,0.015,0.0
2547,handful_of_obsidian_arrowheads,0,1,71,0,0.015,0.0,0,1,7066,0,0.015,0.0
2770,white_butterfly,0,1,51,0,0.015,0.0,0,1,617,0,0.015,0.0
2771,bell_cricket,0,1,51,0,0.015,0.0,0,1,617,0,0.015,0.0
2772,glowfly,0,1,51,0,0.015,0.0,0,1,617,0,0.015,0.0
3942,locust_elutriator,0,1,18,0,0.015,0.0,0,1,224,0,0.015,0.0
3965,clump_of_adoulinian_kelp,0,1,36,0,0.015,0.0,0,1,435,0,0.015,0.0
4104,fire_cluster,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
4105,ice_cluster,0,1,468,0,0.015,0.0,0,1,5616,0,0.015,0.0
4106,wind_cluster,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
4107,earth_cluster,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
4108,lightning_cluster,0,1,468,0,0.015,0.0,0,1,5616,0,0.015,0.0
4109,water_cluster,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
4110,light_cluster,0,1,1170,0,0.015,0.0,0,1,14040,0,0.015,0.0
4111,dark_cluster,0,1,1170,0,0.015,0.0,0,1,14040,0,0.015,0.0
4157,flask_of_poison_potion,0,1,117,0,0.015,0.0,0,1,1404,0,0.015,0.0
4162,flask_of_silencing_potion,0,1,175,0,0.015,0.0,0,1,2106,0,0.015,0.0
4289,forest_carp,0,1,17,0,0.015,0.0,0,1,210,0,0.015,0.0
4290,elshimo_frog,0,1,60,0,0.015,0.0,0,1,730,0,0.015,0.0
4310,tiny_goldfish,0,1,7,0,0.015,0.0,0,1,84,0,0.015,0.0
4311,black_bubble-eye,0,1,10,0,0.015,0.0,0,1,126,0,0.015,0.0
4314,bibikibo,0,1,117,0,0.015,0.0,0,1,1404,0,0.015,0.0
4318,bibiki_urchin,0,1,787,0,0.005,0.0,0,1,9450,0,0.005,0.0
4355,salmon_sub_sandwich,0,1,291,0,0.005,0.0,0,1,3502,0,0.005,0.0
4358,slice_of_hare_meat,0,1,9,0,0.015,0.0,0,1,112,0,0.015,0.0
4360,bastore_sardine,0,1,9,0,0.015,0.0,0,1,112,0,0.015,0.0
4361,nebimonite,0,1,60,0,0.015,0.0,0,1,730,0,0.015,0.0
4373,woozyshroom,0,1,282,0,0.015,0.0,0,1,3383,0,0.015,0.0
4374,sleepshroom,0,1,29,0,0.015,0.0,0,1,351,0,0.015,0.0
4383,gold_lobster,0,1,224,0,0.015,0.0,0,1,2695,0,0.015,0.0
4387,wild_onion,0,1,91,0,0.015,0.0,0,1,1095,0,0.015,0.0
4399,bluetail,0,1,351,0,0.015,0.0,0,1,4212,0,0.015,0.0
4401,moat_carp,0,1,11,0,0.015,0.0,0,1,140,0,0.015,0.0
4403,yellow_globe,0,1,23,0,0.015,0.0,0,1,280,0,0.015,0.0
4435,slice_of_cockatrice_meat,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
4443,cobalt_jellyfish,0,1,9,0,0.015,0.0,0,1,112,0,0.015,0.0
4447,scream_fungus,0,1,237,0,0.015,0.0,0,1,2850,0,0.015,0.0
4472,crayfish,0,1,11,0,0.015,0.0,0,1,140,0,0.015,0.0
4483,tiger_cod,0,1,60,0,0.015,0.0,0,1,730,0,0.015,0.0
4484,shall_shell,0,1,351,0,0.015,0.0,0,1,4212,0,0.015,0.0
4500,greedie,0,1,8,0,0.005,0.0,0,1,100,0,0.005,0.0
4514,quus,0,1,23,0,0.015,0.0,0,1,280,0,0.015,0.0
4515,copper_frog,0,1,23,0,0.015,0.0,0,1,280,0,0.015,0.0
4565,sobbing_fungus,0,1,17,0,0.015,0.0,0,1,210,0,0.015,0.0
4566,deathball,0,1,23,0,0.015,0.0,0,1,280,0,0.015,0.0
5128,cone_calamary,0,1,193,0,0.015,0.0,0,1,2316,0,0.015,0.0
5131,vongola_clam,0,1,226,0,0.015,0.0,0,1,2723,0,0.015,0.0
5139,betta,0,1,468,0,0.015,0.0,0,1,5616,0,0.015,0.0
5447,denizanasi,0,1,8,0,0.015,0.0,0,1,98,0,0.015,0.0
5448,kalamar,0,1,198,0,0.015,0.0,0,1,2386,0,0.015,0.0
5449,hamsi,0,1,8,0,0.015,0.0,0,1,98,0,0.015,0.0
5453,istakoz,0,1,234,0,0.015,0.0,0,1,2808,0,0.015,0.0
5456,istiridye,0,1,351,0,0.015,0.0,0,1,4212,0,0.015,0.0
5465,caedarva_frog,0,1,78,0,0.015,0.0,0,1,936,0,0.015,0.0
5473,bastore_sweeper,0,1,109,0,0.015,0.0,0,1,1305,0,0.015,0.0
5566,date,0,1,76,0,0.015,0.0,0,1,912,0,0.015,0.0
5567,dried_date,0,1,63,0,0.005,0.0,0,1,764,0,0.005,0.0
5568,apkallu_egg,0,1,292,0,0.015,0.0,0,1,3510,0,0.015,0.0
5571,slice_of_karakul_meat,0,1,374,0,0.015,0.0,0,1,4492,0,0.015,0.0
5575,bowl_of_yogurt,0,1,238,0,0.015,0.0,0,1,2864,0,0.015,0.0
5647,lik_kabob,0,1,156,0,0.005,0.0,0,1,1877,0,0.005,0.0
5657,army_biscuit,0,1,31,0,0.005,0.0,0,1,3118,0,0.005,0.0
5672,dried_berry,0,1,73,0,0.005,0.0,0,1,882,0,0.005,0.0
5686,cheese_sandwich,0,1,214,0,0.005,0.0,0,1,2570,0,0.005,0.0
5688,head_of_grauberg_lettuce,0,1,92,0,0.015,0.0,0,1,1109,0,0.015,0.0
5963,senroh_sardine,0,1,3167,0,0.015,0.0,0,1,34210,0,0.015,0.0
8740,pizza_cutter,0,1,1867,0,0.015,0.0,0,1,20167,0,0.015,0.0
8971,onz_of_miracle_mulch,0,1,3381,0,0.005,0.0,0,1,36514,0,0.005,0.0
