itemid,name,sell_single,buy_single,price_single,stock_single,buy_rate_single,sell_rate_single,sell_stacks,buy_stacks,price_stacks,stock_stacks,buy_rate_stacks,sell_rate_stacks
4109,water_cluster,1,0,300,1,0.0,0.35,1,0,3600,1,0.0,0.45
4110,light_cluster,1,0,1500,1,0.0,0.35,1,0,18000,1,0.0,0.45
4111,dark_cluster,1,0,1500,1,0.0,0.35,1,0,18000,1,0.0,0.45
4157,flask_of_poison_potion,1,0,150,1,0.0,0.35,1,0,1800,1,0.0,0.45
4162,flask_of_silencing_potion,1,0,225,1,0.0,0.35,1,0,2700,1,0.0,0.45
4289,forest_carp,1,0,23,1,0.0,0.35,1,0,270,1,0.0,0.45
4290,elshimo_frog,1,0,78,1,0.0,0.35,1,0,936,1,0.0,0.45
4310,tiny_goldfish,1,0,9,1,0.0,0.35,1,0,108,1,0.0,0.45
4311,black_bubble-eye,1,0,14,1,0.0,0.35,1,0,162,1,0.0,0.45
4314,bibikibo,1,0,150,1,0.0,0.35,1,0,1800,1,0.0,0.45
4318,bibiki_urchin,1,0,1125,1,0.0,0.2,1,0,13500,1,0.0,0.25
4355,salmon_sub_sandwich,1,0,417,1,0.0,0.2,1,0,5004,1,0.0,0.25
4358,slice_of_hare_meat,1,0,12,1,0.0,0.35,1,0,144,1,0.0,0.45
4360,bastore_sardine,1,0,12,1,0.0,0.35,1,0,144,1,0.0,0.45
4361,nebimonite,1,0,78,1,0.0,0.35,1,0,936,1,0.0,0.45
4373,woozyshroom,1,0,362,1,0.0,0.35,1,0,4338,1,0.0,0.45
4374,sleepshroom,1,0,38,1,0.0,0.35,1,0,450,1,0.0,0.45
4383,gold_lobster,1,0,288,1,0.0,0.35,1,0,3456,1,0.0,0.45
4387,wild_onion,1,0,117,1,0.0,0.35,1,0,1404,1,0.0,0.45
4399,bluetail,1,0,450,1,0.0,0.35,1,0,5400,1,0.0,0.45
4401,moat_carp,1,0,15,1,0.0,0.35,1,0,180,1,0.0,0.45
4403,yellow_globe,1,0,30,1,0.0,0.35,1,0,360,1,0.0,0.45
4435,slice_of_cockatrice_meat,1,0,300,1,0.0,0.35,1,0,3600,1,0.0,0.45
4443,cobalt_jellyfish,1,0,12,1,0.0,0.35,1,0,144,1,0.0,0.45
4447,scream_fungus,1,0,305,1,0.0,0.35,1,0,3654,1,0.0,0.45
4472,crayfish,1,0,15,1,0.0,0.35,1,0,180,1,0.0,0.45
4483,tiger_cod,1,0,78,1,0.0,0.35,1,0,936,1,0.0,0.45
4484,shall_shell,1,0,450,1,0.0,0.35,1,0,5400,1,0.0,0.45
4500,greedie,1,0,12,1,0.0,0.2,1,0,144,1,0.0,0.25
4514,quus,1,0,30,1,0.0,0.35,1,0,360,1,0.0,0.45
4515,copper_frog,1,0,30,1,0.0,0.35,1,0,360,1,0.0,0.45
4565,sobbing_fungus,1,0,23,1,0.0,0.35,1,0,270,1,0.0,0.45
4566,deathball,1,0,30,1,0.0,0.35,1,0,360,1,0.0,0.45
5128,cone_calamary,1,0,248,1,0.0,0.35,1,0,2970,1,0.0,0.45
5131,vongola_clam,1,0,291,1,0.0,0.35,1,0,3492,1,0.0,0.45
5139,betta,1,0,600,1,0.0,0.35,1,0,7200,1,0.0,0.45
5447,denizanasi,1,0,11,1,0.0,0.35,1,0,126,1,0.0,0.45
5448,kalamar,1,0,255,1,0.0,0.35,1,0,3060,1,0.0,0.45
5449,hamsi,1,0,11,1,0.0,0.35,1,0,126,1,0.0,0.45
5453,istakoz,1,0,300,1,0.0,0.35,1,0,3600,1,0.0,0.45
5456,istiridye,1,0,450,1,0.0,0.35,1,0,5400,1,0.0,0.45
5465,caedarva_frog,1,0,100,1,0.0,0.35,1,0,1200,1,0.0,0.45
5473,bastore_sweeper,1,0,140,1,0.0,0.35,1,0,1674,1,0.0,0.45
5566,date,1,0,98,1,0.0,0.35,1,0,1170,1,0.0,0.45
5567,dried_date,1,0,91,1,0.0,0.2,1,0,1092,1,0.0,0.25
5568,apkallu_egg,1,0,375,1,0.0,0.35,1,0,4500,1,0.0,0.45
5571,slice_of_karakul_meat,1,0,480,1,0.0,0.35,1,0,5760,1,0.0,0.45
5575,bowl_of_yogurt,1,0,306,1,0.0,0.35,1,0,3672,1,0.0,0.45
5647,lik_kabob,1,0,224,1,0.0,0.2,1,0,2682,1,0.0,0.25
5657,army_biscuit,1,0,45,1,0.0,0.2,1,0,4455,1,0.0,0.25
5672,dried_berry,1,0,105,1,0.0,0.2,1,0,1260,1,0.0,0.25
5686,cheese_sandwich,1,0,306,1,0.0,0.2,1,0,3672,1,0.0,0.25
5688,head_of_grauberg_lettuce,1,0,119,1,0.0,0.35,1,0,1422,1,0.0,0.45
5963,senroh_sardine,1,0,4061,1,0.0,0.35,1,0,43859,1,0.0,0.45
8740,pizza_cutter,1,0,2394,1,0.0,0.35,1,0,25856,1,0.0,0.45
8971,onz_of_miracle_mulch,1,0,4830,1,0.0,0.2,1,0,52164,1,0.0,0.25
