itemid,constants,source_count,sources
636,CHAMOMILE,4,scripts/globals/shop.lua|scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua
637,VIAL_OF_SLIME_OIL,1,scripts/globals/shop.lua
638,SPRIG_OF_SAGE,2,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
639,RONFAURE_CHESTNUT,1,scripts/globals/shop.lua
640,CHUNK_OF_COPPER_ORE,4,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
641,CHUNK_OF_TIN_ORE,1,scripts/globals/shop.lua
642,CHUNK_OF_ZINC_ORE,1,scripts/globals/shop.lua
643,CHUNK_OF_IRON_ORE,4,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
644,CHUNK_OF_MYTHRIL_ORE,4,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
645,CHUNK_OF_DARKSTEEL_ORE,1,scripts/globals/shop.lua
652,STEEL_INGOT,1,scripts/globals/shop.lua
657,LUMP_OF_TAMA_HAGANE,2,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
660,BRONZE_SHEET,1,scripts/globals/shop.lua
661,BRASS_SHEET,1,scripts/globals/shop.lua
662,IRON_SHEET,1,scripts/globals/shop.lua
663,MYTHRIL_SHEET,1,scripts/globals/shop.lua
664,DARKSTEEL_SHEET,1,scripts/globals/shop.lua
666,STEEL_SHEET,1,scripts/globals/shop.lua
678,CHUNK_OF_ALUMINUM_ORE,1,scripts/globals/shop.lua
688,ARROWWOOD_LOG,4,scripts/globals/shop.lua|scripts/tests/systems/trading/player_trade.lua|scripts/zones/Tavnazian_Safehold/npcs/Mazuro-Oozuro.lua|scripts/zones/Tavnazian_Safehold/npcs/Nilerouche.lua
689,LAUAN_LOG,1,scripts/globals/shop.lua
690,ELM_LOG,3,scripts/globals/shop.lua|scripts/zones/Tavnazian_Safehold/npcs/Mazuro-Oozuro.lua|scripts/zones/Tavnazian_Safehold/npcs/Nilerouche.lua
691,MAPLE_LOG,1,scripts/globals/shop.lua
693,WALNUT_LOG,1,scripts/globals/shop.lua
694,CHESTNUT_LOG,4,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
695,WILLOW_LOG,1,scripts/globals/shop.lua
696,YEW_LOG,1,scripts/globals/shop.lua
697,HOLLY_LOG,1,scripts/globals/shop.lua
698,ASH_LOG,4,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
699,OAK_LOG,4,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
700,MAHOGANY_LOG,1,scripts/globals/shop.lua
701,ROSEWOOD_LOG,1,scripts/globals/shop.lua
702,EBONY_LOG,1,scripts/globals/shop.lua
704,BAMBOO_STICK,3,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua|scripts/zones/Port_Bastok/npcs/Numa.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua
721,PIECE_OF_RATTAN_LUMBER,1,scripts/globals/shop.lua
727,DOGWOOD_LOG,1,scripts/globals/shop.lua
731,AQUILARIA_LOG,1,scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
736,CHUNK_OF_SILVER_ORE,1,scripts/globals/shop.lua
737,CHUNK_OF_GOLD_ORE,1,scripts/globals/shop.lua
738,CHUNK_OF_PLATINUM_ORE,1,scripts/globals/shop.lua
752,GOLD_SHEET,1,scripts/globals/shop.lua
760,SILVER_CHAIN,1,scripts/globals/shop.lua
761,GOLD_CHAIN,1,scripts/globals/shop.lua
788,PERIDOT,1,scripts/globals/shop.lua
790,GARNET,1,scripts/globals/shop.lua
792,PEARL,1,scripts/globals/shop.lua
793,BLACK_PEARL,1,scripts/globals/shop.lua
795,LAPIS_LAZULI,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
796,LIGHT_OPAL,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
798,TURQUOISE,1,scripts/globals/shop.lua
799,ONYX,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
800,AMETHYST,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
806,TOURMALINE,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
807,SARDONYX,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
808,GOSHENITE,1,scripts/globals/shop.lua
809,CLEAR_TOPAZ,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
811,AMETRINE,1,scripts/globals/shop.lua
814,AMBER_STONE,3,scripts/globals/shop.lua|scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua
815,SPHENE,1,scripts/globals/shop.lua
816,SPOOL_OF_SILK_THREAD,1,scripts/globals/shop.lua
819,SPOOL_OF_LINEN_THREAD,1,scripts/globals/shop.lua
820,SPOOL_OF_WOOL_THREAD,1,scripts/globals/shop.lua
823,SPOOL_OF_GOLD_THREAD,1,scripts/globals/shop.lua
829,SQUARE_OF_SILK_CLOTH,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
833,CLUMP_OF_MOKO_GRASS,4,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
834,BALL_OF_SARUTA_COTTON,1,scripts/globals/shop.lua
835,FLAX_FLOWER,3,scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
840,CHOCOBO_FEATHER,8,scripts/zones/Bastok_Mines/npcs/Neigepance.lua|scripts/zones/Kazham/npcs/Mamerie.lua|scripts/zones/Lower_Jeuno/npcs/Rhimonne.lua|scripts/zones/Port_Jeuno/npcs/Challoux.lua|scripts/zones/Rabao/npcs/Generoit.lua|scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua|scripts/zones/Upper_Jeuno/npcs/Mejuone.lua|scripts/zones/Windurst_Woods/npcs/Quesse.lua
841,YAGUDO_FEATHER,1,scripts/globals/shop.lua
845,BLACK_CHOCOBO_FEATHER,3,scripts/zones/Bastok_Mines/npcs/Neigepance.lua|scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua|scripts/zones/Windurst_Woods/npcs/Quesse.lua
852,LIZARD_SKIN,1,scripts/globals/shop.lua
853,RAPTOR_SKIN,1,scripts/globals/shop.lua
854,COCKATRICE_SKIN,1,scripts/globals/shop.lua
856,RABBIT_HIDE,1,scripts/globals/shop.lua
857,DHALMEL_HIDE,1,scripts/globals/shop.lua
858,WOLF_HIDE,1,scripts/globals/shop.lua
859,RAM_SKIN,1,scripts/globals/shop.lua
864,HANDFUL_OF_FISH_SCALES,1,scripts/globals/shop.lua
878,KARAKUL_SKIN,1,scripts/globals/shop.lua
880,BONE_CHIP,1,scripts/globals/shop.lua
881,CRAB_SHELL,1,scripts/globals/shop.lua
884,BLACK_TIGER_FANG,1,scripts/globals/shop.lua
885,TURTLE_SHELL,1,scripts/globals/shop.lua
889,BEETLE_SHELL,1,scripts/globals/shop.lua
893,GIANT_FEMUR,1,scripts/globals/shop.lua
894,BEETLE_JAW,1,scripts/globals/shop.lua
895,RAM_HORN,1,scripts/globals/shop.lua
896,SCORPION_SHELL,1,scripts/globals/shop.lua
897,SCORPION_CLAW,1,scripts/globals/shop.lua
898,CHICKEN_BONE,1,scripts/globals/shop.lua
912,BEEHIVE_CHIP,1,scripts/globals/shop.lua
914,VIAL_OF_MERCURY,1,scripts/globals/shop.lua
915,JAR_OF_TOAD_OIL,1,scripts/globals/shop.lua
916,CACTUAR_NEEDLE,1,scripts/globals/shop.lua
917,SHEET_OF_PARCHMENT,1,scripts/zones/Mhaura/npcs/Pikini-Mikini.lua
921,BOTTLE_OF_AHRIMAN_TEARS,1,scripts/globals/shop.lua
923,DRYAD_ROOT,1,scripts/globals/shop.lua
924,VIAL_OF_FIEND_BLOOD,1,scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua
928,PINCH_OF_BOMB_ASH,3,scripts/globals/shop.lua|scripts/zones/Metalworks/npcs/Olaf.lua|scripts/zones/Nashmau/npcs/Pipiroon.lua
931,CERMET_CHUNK,1,scripts/globals/shop.lua
932,LOOP_OF_CARBON_FIBER,1,scripts/globals/shop.lua
933,LOOP_OF_GLASS_FIBER,1,scripts/globals/shop.lua
936,CHUNK_OF_ROCK_SALT,3,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Benaige.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua
937,BLOCK_OF_ANIMAL_GLUE,1,scripts/globals/shop.lua
939,HECTEYES_EYE,1,scripts/globals/shop.lua
941,RED_ROSE,2,scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua
943,PINCH_OF_POISON_DUST,3,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Lower_Jeuno/npcs/Stinknix.lua
944,PINCH_OF_VENOM_DUST,2,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Stinknix.lua
945,PINCH_OF_PARALYSIS_DUST,1,scripts/zones/Lower_Jeuno/npcs/Stinknix.lua
947,JAR_OF_FIRESAND,1,scripts/globals/shop.lua
948,CARNATION,2,scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua
949,RAIN_LILY,2,scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua
951,WIJNRUIT,4,scripts/globals/shop.lua|scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua
952,BAG_OF_POISON_FLOUR,1,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua
954,MAGIC_POT_SHARD,1,scripts/globals/shop.lua
956,LILAC,2,scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua
957,AMARYLLIS,2,scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua
958,MARGUERITE,2,scripts/zones/RuLude_Gardens/npcs/Dabih_Jajalioh.lua|scripts/zones/Upper_Jeuno/npcs/Areebah.lua
1020,SICKLE,3,scripts/zones/Bastok_Markets_[S]/npcs/Blingbrix.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua|scripts/zones/Windurst_Waters_[S]/npcs/Pelftrix.lua
1021,HATCHET,5,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Southern_San_dOria_[S]/npcs/Geltpix.lua|scripts/zones/Windurst_Waters_[S]/npcs/Pelftrix.lua
1022,SET_OF_THIEFS_TOOLS,3,scripts/zones/Bastok_Mines/npcs/Boytz.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua
1023,LIVING_KEY,3,scripts/zones/Bastok_Mines/npcs/Boytz.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua
1024,GHELSBA_CHEST_KEY,1,scripts/globals/shop.lua
1025,PALBOROUGH_CHEST_KEY,1,scripts/globals/shop.lua
1026,GIDDEUS_CHEST_KEY,1,scripts/globals/shop.lua
1027,RANPERRE_CHEST_KEY,1,scripts/globals/shop.lua
1028,DANGRUF_CHEST_KEY,1,scripts/globals/shop.lua
1029,HORUTOTO_CHEST_KEY,1,scripts/globals/shop.lua
1030,ORDELLE_CHEST_KEY,1,scripts/globals/shop.lua
1031,GUSGEN_CHEST_KEY,1,scripts/globals/shop.lua
1032,SHAKHRAMI_CHEST_KEY,1,scripts/globals/shop.lua
1033,DAVOI_CHEST_KEY,1,scripts/globals/shop.lua
1034,BEADEAUX_CHEST_KEY,1,scripts/globals/shop.lua
1035,OZTROJA_CHEST_KEY,1,scripts/globals/shop.lua
1036,DELKFUTT_CHEST_KEY,1,scripts/globals/shop.lua
1037,FEIYIN_CHEST_KEY,1,scripts/globals/shop.lua
1038,ZVAHL_CHEST_KEY,1,scripts/globals/shop.lua
1039,ELDIEME_CHEST_KEY,1,scripts/globals/shop.lua
1040,NEST_CHEST_KEY,1,scripts/globals/shop.lua
1041,GARLAIGE_CHEST_KEY,1,scripts/globals/shop.lua
1042,DAVOI_COFFER_KEY,1,scripts/globals/shop.lua
1043,BEADEAUX_COFFER_KEY,1,scripts/globals/shop.lua
1044,OZTROJA_COFFER_KEY,1,scripts/globals/shop.lua
1045,NEST_COFFER_KEY,1,scripts/globals/shop.lua
1046,ELDIEME_COFFER_KEY,1,scripts/globals/shop.lua
1047,GARLAIGE_COFFER_KEY,1,scripts/globals/shop.lua
1048,ZVAHL_COFFER_KEY,1,scripts/globals/shop.lua
1049,UGGALEPIH_COFFER_KEY,1,scripts/globals/shop.lua
1050,RANCOR_DEN_COFFER_KEY,1,scripts/globals/shop.lua
1051,KUFTAL_COFFER_KEY,1,scripts/globals/shop.lua
1052,BOYAHDA_COFFER_KEY,1,scripts/globals/shop.lua
1053,CAULDRON_COFFER_KEY,1,scripts/globals/shop.lua
1054,QUICKSAND_COFFER_KEY,1,scripts/globals/shop.lua
1055,GROTTO_CHEST_KEY,1,scripts/globals/shop.lua
1056,ONZOZO_CHEST_KEY,1,scripts/globals/shop.lua
1057,TORAIMARI_COFFER_KEY,1,scripts/globals/shop.lua
1058,RUAUN_COFFER_KEY,1,scripts/globals/shop.lua
1059,GROTTO_COFFER_KEY,1,scripts/globals/shop.lua
1060,VELUGANNON_COFFER_KEY,1,scripts/globals/shop.lua
1061,SACRARIUM_CHEST_KEY,1,scripts/globals/shop.lua
1062,OLDTON_CHEST_KEY,1,scripts/globals/shop.lua
1063,NEWTON_COFFER_KEY,1,scripts/globals/shop.lua
1064,PSOXJA_CHEST_KEY,1,scripts/globals/shop.lua
1108,PINCH_OF_SULFUR,1,scripts/globals/shop.lua
1111,BLOCK_OF_GELATIN,1,scripts/globals/shop.lua
1120,CASABLANCA,1,scripts/globals/shop.lua
1161,UCHITAKE,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1164,TSURARA,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1167,KAWAHORI_OGI,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1170,MAKIBISHI,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1173,HIRAISHIN,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1176,MIZU_DEPPO,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1179,SHIHEI,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1182,JUSATSU,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1185,KAGINAWA,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1188,SAIRUI_RAN,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1191,KODOKU,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1194,SHINOBI_TABI,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1228,DARKSTEEL_NUGGET,1,scripts/globals/shop.lua
1230,COPPER_NUGGET,1,scripts/zones/Oldton_Movalpolos/npcs/Bartabaq.lua
1231,BRASS_NUGGET,1,scripts/globals/shop.lua
1232,BRONZE_NUGGET,1,scripts/globals/shop.lua
1233,SILVER_NUGGET,1,scripts/globals/shop.lua
1234,IRON_NUGGET,1,scripts/globals/shop.lua
1235,STEEL_NUGGET,1,scripts/globals/shop.lua
1236,BAG_OF_CACTUS_STEMS,1,scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua
1239,GOBLIN_DOLL,2,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua|scripts/zones/Oldton_Movalpolos/npcs/Bartabaq.lua
1240,KOMA,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1241,PINCH_OF_TWINKLE_POWDER,1,scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua
1410,SWEET_WILLIAM,1,scripts/globals/shop.lua
1411,PHALAENOPSIS,1,scripts/globals/shop.lua
1412,OLIVE_FLOWER,1,scripts/globals/shop.lua
1413,CATTLEYA,1,scripts/globals/shop.lua
1415,POT_OF_URUSHI,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1471,BOX_OF_STICKY_RICE,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1475,ONZ_OF_CURRY_POWDER,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1523,SPRIG_OF_APPLE_MINT,2,scripts/globals/shop.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua
1554,ONZ_OF_TURMERIC,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1555,ONZ_OF_CORIANDER,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1590,SPRIG_OF_HOLY_BASIL,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1603,MANNEQUIN_HANDS,1,scripts/tests/systems/trading/player_trade.lua
1622,BUGARD_TUSK,1,scripts/globals/shop.lua
1628,BUFFALO_HIDE,1,scripts/globals/shop.lua
1640,BUGARD_SKIN,1,scripts/globals/shop.lua
1650,CHUNK_OF_KOPPARNICKEL_ORE,2,scripts/globals/shop.lua|scripts/zones/Oldton_Movalpolos/npcs/Bartabaq.lua
1652,BOTTLE_OF_RICE_VINEGAR,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
1657,SPOOL_OF_BUNDLING_TWINE,2,scripts/globals/shop.lua|scripts/zones/Northern_San_dOria/npcs/Justi.lua
1695,BUNCH_OF_HABANERO_PEPPERS,1,scripts/globals/shop.lua
1774,PILE_OF_RED_GRAVEL,1,scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua
1776,SERVING_OF_SPAGHETTI,1,scripts/globals/shop.lua
1782,FLORID_STONE,1,scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua
1817,CACTUS_ARM,1,scripts/zones/Rabao/npcs/Scamplix.lua
1840,BAG_OF_SEMOLINA,2,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Benaige.lua
1845,CLUMP_OF_RED_MOKO_GRASS,1,scripts/globals/shop.lua
1875,ANCIENT_BEASTCOIN,1,scripts/globals/shop.lua
1886,BOTTLE_OF_SIEGLINDE_PUTTY,1,scripts/globals/shop.lua
1890,BUNDLE_OF_RIVER_FOLIAGE,1,scripts/zones/Windurst_Waters/npcs/Ensasa.lua
1891,BUNDLE_OF_SEA_FOLIAGE,1,scripts/zones/Windurst_Waters/npcs/Ensasa.lua
1892,ONZ_OF_DESALINATOR,1,scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua
1893,ONZ_OF_SALINATOR,1,scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua
1930,SQUARE_OF_ECARLATE_CLOTH,1,scripts/globals/shop.lua
1931,ARGYRO_RIVET,1,scripts/globals/shop.lua
1932,UTOPIAN_GOLD_THREAD,1,scripts/globals/shop.lua
1933,ANCIENT_BRASS_INGOT,1,scripts/globals/shop.lua
1934,SQUARE_OF_BENEDICT_SILK,1,scripts/globals/shop.lua
1935,SPOOL_OF_BENEDICT_YARN,1,scripts/globals/shop.lua
1936,SQUARE_OF_DIABOLIC_SILK,1,scripts/globals/shop.lua
1937,SPOOL_OF_DIABOLIC_YARN,1,scripts/globals/shop.lua
1938,SPOOL_OF_RUBY_SILK_THREAD,1,scripts/globals/shop.lua
1939,SQUARE_OF_CARDINAL_CLOTH,1,scripts/globals/shop.lua
1940,SQUARE_OF_SUPPLE_SKIN,1,scripts/globals/shop.lua
1941,SPOOL_OF_LIGHT_FILAMENT,1,scripts/globals/shop.lua
1942,CHUNK_OF_SNOWY_CERMET,1,scripts/globals/shop.lua
1943,WHITE_RIVET,1,scripts/globals/shop.lua
1944,DARK_ORICHALCUM_INGOT,1,scripts/globals/shop.lua
