itemid,name,vendor_price_min,vendor_price_max,has_hard_floor,priced_source_count,source_type,source_files,buyer_allowed,seller_candidate,recommended_class,manual_review_required,auto_live_promotion
4623,scroll_of_paralyna,360,360,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4624,scroll_of_blindna,1100,1100,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4625,scroll_of_silena,2330,2330,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4626,scroll_of_stona,19200,19200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4627,scroll_of_viruna,13300,13300,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4628,scroll_of_cursna,8586,8586,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4629,scroll_of_holy,35000,35000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua|scripts/zones/Selbina/npcs/Quelpia.lua,0,1,SCARCE,0,0
4631,scroll_of_dia,91,92,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4632,scroll_of_dia_ii,11200,11200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4633,scroll_of_dia_iii,139135,139135,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4636,scroll_of_banish,156,156,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4637,scroll_of_banish_ii,9000,9000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4638,scroll_of_banish_iii,66000,86000,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Rabao/npcs/Brave_Ox.lua|scripts/zones/Tavnazian_Safehold/npcs/Mazuro-Oozuro.lua|scripts/zones/Tavnazian_Safehold/npcs/Nilerouche.lua,0,1,SCARCE,0,0
4641,scroll_of_diaga,1295,1295,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4646,scroll_of_banishga,1295,1295,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4647,scroll_of_banishga_ii,20000,20000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4651,scroll_of_protect,244,244,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4652,scroll_of_protect_ii,7074,7074,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4653,scroll_of_protect_iii,32000,32000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4654,scroll_of_protect_iv,85000,100000,1,3,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Rabao/npcs/Brave_Ox.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4655,scroll_of_protect_v,115425,115425,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4656,scroll_of_shell,1760,1760,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4657,scroll_of_shell_ii,17600,17600,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4658,scroll_of_shell_iii,26244,26244,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4660,scroll_of_shell_v,135945,135945,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4661,scroll_of_blink,2330,2330,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4662,scroll_of_stoneskin,7732,7806,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4663,scroll_of_aquaveil,400,400,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4664,scroll_of_slow,921,930,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,0,1,SCARCE,0,0
4665,scroll_of_haste,20000,20000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4668,scroll_of_barfire,1760,1760,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4669,scroll_of_barblizzard,3624,3624,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4670,scroll_of_baraero,930,930,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4671,scroll_of_barstone,156,156,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4672,scroll_of_barthunder,5754,5754,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4673,scroll_of_barwater,360,360,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4674,scroll_of_barfira,1760,1760,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4675,scroll_of_barblizzara,3624,3624,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4676,scroll_of_baraera,930,930,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4677,scroll_of_barstonra,156,156,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4678,scroll_of_barthundra,5754,5754,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4679,scroll_of_barwatera,360,360,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4680,scroll_of_barsleep,244,244,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4681,scroll_of_barpoison,400,400,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4682,scroll_of_barparalyze,780,780,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4683,scroll_of_barblind,2030,2030,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4684,scroll_of_barsilence,4608,4608,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4685,scroll_of_barpetrify,15120,15120,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4686,scroll_of_barvirus,9600,9600,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4687,scroll_of_recall-jugner,60750,60750,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4688,scroll_of_recall-pashh,60750,60750,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4689,scroll_of_recall-meriph,60750,60750,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4690,scroll_of_baramnesia,30240,30240,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua,0,1,SCARCE,0,0
4691,scroll_of_baramnesra,30240,30240,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua,0,1,SCARCE,0,0
4694,scroll_of_barsleepra,244,244,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4695,scroll_of_barpoisonra,400,400,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4696,scroll_of_barparalyzra,780,780,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4697,scroll_of_barblindra,2030,2030,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4698,scroll_of_barsilencera,4608,4608,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4699,scroll_of_barpetra,15120,15120,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4700,scroll_of_barvira,9600,9600,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4701,scroll_of_cura,21840,21840,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4702,scroll_of_sacrifice,67600,67600,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4703,scroll_of_esuna,70200,70200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4704,scroll_of_auspice,33660,33660,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4706,scroll_of_enlight,100800,100800,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua,0,1,SCARCE,0,0
4707,scroll_of_endark,100800,100800,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua,0,1,SCARCE,0,0
4708,scroll_of_enfire,5160,5160,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4709,scroll_of_enblizzard,4098,4098,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4710,scroll_of_enaero,2500,2500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4711,scroll_of_enstone,2030,2030,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4712,scroll_of_enthunder,1515,1515,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4713,scroll_of_enwater,7074,7074,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4715,scroll_of_reprisal,28500,28500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua,0,1,SCARCE,0,0
4716,scroll_of_regen,4320,4320,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua,0,1,SCARCE,0,0
4718,scroll_of_regen_ii,7830,7830,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua,0,1,SCARCE,0,0
4720,scroll_of_flash,27000,35000,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4721,scroll_of_repose,33000,33000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Sororo.lua,0,1,SCARCE,0,0
4728,scroll_of_teleport-yhoat,34656,34656,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4729,scroll_of_teleport-altep,34656,34656,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4730,scroll_of_teleport-holla,32176,32176,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4731,scroll_of_teleport-dem,32176,32176,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4732,scroll_of_teleport-mea,32176,32176,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4734,scroll_of_protectra_ii,7074,7074,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4735,scroll_of_protectra_iii,19200,19200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4736,scroll_of_protectra_iv,81000,95000,1,3,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Rabao/npcs/Brave_Ox.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4737,scroll_of_protectra_v,119240,119240,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4738,scroll_of_shellra,1760,1760,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4739,scroll_of_shellra_ii,14080,14080,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4740,scroll_of_shellra_iii,26244,26244,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4742,scroll_of_shellra_v,124540,124540,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4744,scroll_of_invisible,5754,5754,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua|scripts/zones/Selbina/npcs/Falgima.lua,0,1,SCARCE,0,0
4745,scroll_of_sneak,2500,2500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua|scripts/zones/Selbina/npcs/Falgima.lua,0,1,SCARCE,0,0
4746,scroll_of_deodorize,1295,1295,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua|scripts/zones/Selbina/npcs/Falgima.lua,0,1,SCARCE,0,0
4747,scroll_of_teleport-vahzl,34656,34656,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4750,scroll_of_reraise_iii,99375,600000,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4752,scroll_of_fire,930,930,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4753,scroll_of_fire_ii,18400,18400,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4754,scroll_of_fire_iii,33306,33306,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4755,scroll_of_fire_iv,148500,148500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4756,scroll_of_fire_v,162500,162500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4757,scroll_of_blizzard,1760,1760,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4758,scroll_of_blizzard_ii,24300,24300,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4759,scroll_of_blizzard_iii,39368,39368,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4760,scroll_of_blizzard_iv,166250,166250,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4761,scroll_of_blizzard_v,186375,186375,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4762,scroll_of_aero,360,360,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4763,scroll_of_aero_ii,13300,13300,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4764,scroll_of_aero_iii,27744,27744,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4765,scroll_of_aero_iv,131750,131750,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4766,scroll_of_aero_v,144875,144875,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4767,scroll_of_stone,67,68,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4768,scroll_of_stone_ii,6390,6390,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4769,scroll_of_stone_iii,19932,19932,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4770,scroll_of_stone_iv,108000,108000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4771,scroll_of_stone_v,123750,123750,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
