itemid,name,keyitem_ids,keyitem_names,policy_family,recommended_class,policy_reason,minimum_maturity,synthetic_supply_eligible,buyer_eligible,manual_approval_required,pricing_ready,vendor_item,rare,can_equip,stack_size,base_sell,has_nq_recipe,hq_only,min_craft_level,max_craft_level,auto_live_promotion
1642,bottle_of_ice_anima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,99,0,1,0,75,75,0
1643,bottle_of_wind_anima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,99,0,1,0,75,75,0
1644,bottle_of_earth_anima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,99,0,1,0,75,75,0
1645,bottle_of_lightning_anima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,99,0,1,0,75,75,0
1646,bottle_of_water_anima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,99,0,1,0,75,75,0
1647,bottle_of_light_anima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,99,0,1,0,75,75,0
1648,bottle_of_dark_anima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,99,0,1,0,75,75,0
1671,piece_of_bewitched_ash_lumber,1984,WOOD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,24,1,0,8,8,0
1672,piece_of_exorcismal_oak_lumber,1984,WOOD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,575,1,0,35,35,0
1673,piece_of_ethereal_oak_lumber,1985,WOOD_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,790,1,0,35,35,0
1674,indurated_gold_ingot,2000,GOLD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,2152,1,0,53,53,0
1675,neutralizing_silver_ingot,2000,GOLD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,3900,1,0,20,20,0
1678,rogues_silver_ingot,2001,GOLD_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,3900,1,0,20,20,0
1679,bewitched_gold_ingot,2000,GOLD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,2100,1,0,53,53,0
1681,light_steel_ingot,1992,METAL_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,750,1,0,20,20,0
1701,square_of_fine_linen_cloth,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,600,1,0,22,22,0
1702,square_of_smooth_velvet_cloth,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,838,1,0,45,51,0
1715,piece_of_vivified_coral,2024,BONE_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,1750,1,0,71,71,0
1716,smooth_beetle_jaw,2024,BONE_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,411,1,0,25,25,0
1717,bottle_of_photoanima,2032,ANIMA_SYNTHESIS,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,1,0,1,0,0,0,99,200,1,0,85,85,0
1775,jar_of_brimsand,2034,ALCHEMIC_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,320,1,0,40,41,0
1776,serving_of_spaghetti,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,200,1,0,44,44,0
1814,pot_of_ethereal_vermilion_lacquer,2034,ALCHEMIC_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,240,1,0,25,25,0
1815,piece_of_sanctified_lumber,1984,WOOD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,1200,1,0,73,73,0
1834,ardent_jadeite,2001,GOLD_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,2400,1,0,20,20,0
1835,ingot_of_vivified_mythril,2000,GOLD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,1250,1,0,40,40,0
1879,vivio_platinum_ingot,2000,GOLD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,3075,1,0,64,64,0
1963,square_of_magical_cotton_cloth,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,197,1,0,12,12,0
1964,square_of_magical_linen_cloth,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,361,1,0,22,22,0
1965,square_of_magical_silk_cloth,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,871,1,0,53,53,0
1966,spool_of_brilliant_gold_thread,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,953,1,0,58,58,0
1967,spool_of_dull_gold_thread,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,953,1,0,58,58,0
1968,spool_of_shiny_gold_thread,2008,CLOTH_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,495,1,0,58,58,0
1969,square_of_rugged_bugard_leather,2016,LEATHER_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,442,1,0,24,24,0
1970,square_of_tough_bugard_leather,2016,LEATHER_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,450,1,0,24,24,0
1971,square_of_soft_bugard_leather,2016,LEATHER_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,442,1,0,24,24,0
1972,square_of_glossy_bugard_leather,2016,LEATHER_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,320,1,0,24,24,0
1974,vivio_crab_shell,2024,BONE_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,390,1,0,41,41,0
1975,vivio_scorpion_claw,2024,BONE_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,822,1,0,50,50,0
1976,vivio_wyvern_scale,2024,BONE_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,1020,1,0,73,73,0
1977,square_of_vivio_sheep_leather,2016,LEATHER_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,32,1,0,2,2,0
1978,square_of_bloody_ram_leather,2016,LEATHER_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,320,1,0,35,36,0
2132,mana_willow_lumber,1984,WOOD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,213,1,0,13,13,0
2133,mana_chestnut_lumber,1984,WOOD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,460,1,0,28,28,0
2134,lucent_iron_ingot,1992,METAL_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,328,1,0,20,20,0
2136,mighty_sardonyx_stone,2001,GOLD_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,250,1,0,20,20,0
2137,vision_amethyst_stone,2001,GOLD_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,250,1,0,20,20,0
2138,square_of_alluring_cotton_cloth,2009,CLOTH_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,197,1,0,12,12,0
2139,fragrant_dhalmel_hide,2017,LEATHER_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,345,1,0,21,21,0
2140,fragrant_ram_skin,2017,LEATHER_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,592,1,0,36,36,0
2141,wailing_bone_chip,2025,BONE_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,16,1,0,1,1,0
2142,wailing_ram_horn,2025,BONE_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,444,1,0,27,27,0
2234,wailing_shell,2025,BONE_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,131,1,0,8,8,0
2238,strobe,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,44,44,0
2239,tension_spring,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,260,1,0,51,51,0
2240,inhibitor,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,55,55,0
2241,tension_spring_ii,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,530,1,0,61,61,0
2242,mana_booster,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,49,49,0
2243,loudspeaker,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,260,1,0,48,48,0
2244,scanner,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,55,55,0
2245,loudspeaker_ii,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,530,1,0,58,58,0
2246,accelerator,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,260,1,0,58,58,0
2247,scope,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,47,47,0
2248,pattern_reader,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,55,55,0
2249,accelerator_ii,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,1118,1,0,68,68,0
2250,shock_absorber,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,52,52,0
2252,analyzer,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,55,55,0
2254,stabilizer,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,260,1,0,46,46,0
2255,volt_gun,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,54,54,0
2256,heat_seeker,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,55,55,0
2257,stabilizer_ii,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,530,1,0,56,56,0
2258,mana_jammer,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,260,1,0,59,59,0
2259,heatsink,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,49,49,0
2260,stealth_screen,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,55,55,0
2261,mana_jammer_ii,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,530,1,0,69,69,0
2262,auto-repair_kit,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,260,1,0,51,51,0
2263,flashbulb,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,48,48,0
2264,damage_gauge,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,55,55,0
2265,auto-repair_kit_ii,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,530,1,0,61,61,0
2266,mana_tank,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,260,1,0,56,56,0
2267,mana_converter,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,585,1,0,49,49,0
2268,mana_conserver,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,0,0,1,1,0,0,12,397,1,0,55,55,0
2269,mana_tank_ii,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,530,1,0,66,66,0
2308,mythril_coil,1994,CHAINWORK,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,707,1,0,43,43,0
2310,vial_of_plasma_oil,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,99,2,1,0,39,39,0
2311,mythril_gear_machine,1994,CHAINWORK,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,396,1,0,44,44,0
2358,lithic_wyvern_scale,2024,BONE_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,1200,1,0,73,73,0
2360,golden_gear,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,906,1,0,54,54,0
2409,flame_holder,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,123,1,0,64,64,0
2410,ice_maker,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,123,1,0,64,64,0
2411,replicator,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,79,1,0,72,72,0
2412,hammermill,2002,CLOCKMAKING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,312,1,0,74,74,0
